Probe Set ID,CG Name,Gene Name,FBgn Number,GO
143955_at,CG17467,CG17467,FBgn0022341,---
143957_at,CG11971,CG11971,FBgn0022347,---
143960_at,CG18140,CG18140,FBgn0022701,0000272 // polysaccharide catabolic process // inferred from electronic annotation /// 0005975 // carbohydrate metabolic process // inferred from electronic annotation /// 0006030 // chitin metabolic process // inferred from electronic annotation /// 0006032 // chitin catabolic process // inferred from electronic annotation /// 0006032 // chitin catabolic process // non-traceable author statement /// 0008152 // metabolic process // inferred from electronic annotation
143961_at,CG17682,CG17682,FBgn0022703,0000272 // polysaccharide catabolic process // inferred from electronic annotation /// 0005975 // carbohydrate metabolic process // inferred from electronic annotation /// 0006030 // chitin metabolic process // inferred from electronic annotation /// 0006032 // chitin catabolic process // inferred from electronic annotation /// 0006032 // chitin catabolic process // non-traceable author statement /// 0008152 // metabolic process // inferred from electronic annotation
143962_at,CG9210,Ac13E,FBgn0022710,0007242 // intracellular signaling cascade // inferred from electronic annotation /// 0009190 // cyclic nucleotide biosynthetic process // inferred from electronic annotation
143965_at,CG10239,Cad96Ca,FBgn0022800,0006468 // protein amino acid phosphorylation // inferred from electronic annotation /// 0006468 // protein amino acid phosphorylation // inferred from sequence or structural similarity /// 0006468 // protein amino acid phosphorylation // non-traceable author statement /// 0007156 // homophilic cell adhesion // inferred from electronic annotation /// 0016339 // calcium-dependent cell-cell adhesion // inferred from sequence or structural similarity
143966_at,CG12357,Cbp20,FBgn0022943,"0000398 // nuclear mRNA splicing, via spliceosome // inferred from sequence or structural similarity"
143972_at,CG11282,caps,FBgn0023095,"0007155 // cell adhesion // non-traceable author statement /// 0007411 // axon guidance // inferred from mutant phenotype /// 0007424 // open tracheal system development // inferred from mutant phenotype /// 0016477 // cell migration // traceable author statement /// 0035147 // branch fusion, open tracheal system // inferred from mutant phenotype"
143978_at,CG6438,amon,FBgn0023179,0006508 // proteolysis // inferred from direct assay /// 0006508 // proteolysis // inferred from electronic annotation /// 0007218 // neuropeptide signaling pathway // inferred from electronic annotation /// 0016486 // peptide hormone processing // inferred from sequence or structural similarity /// 0035187 // hatching behavior // inferred from mutant phenotype
143983_r_at,CG15841,CG15841,FBgn0023414,"0007610 // behavior // inferred from electronic annotation /// 0045434 // negative regulation of female receptivity, post-mating // non-traceable author statement"
143984_at,CG4605,Acp32CD,FBgn0023415,"0007610 // behavior // inferred from electronic annotation /// 0045434 // negative regulation of female receptivity, post-mating // non-traceable author statement"
143985_at,CG7807,AP-2,FBgn0023417,"0006355 // regulation of transcription, DNA-dependent // inferred from sequence or structural similarity /// 0006355 // regulation of transcription, DNA-dependent // inferred from electronic annotation /// 0007480 // imaginal disc-derived leg morphogenesis // inferred from mutant phenotype /// 0016348 // imaginal disc-derived leg joint morphogenesis // inferred from mutant phenotype /// 0048728 // proboscis development // inferred from mutant phenotype"
144000_at,CG18104,arg,FBgn0023535,0019547 // arginine catabolic process to ornithine // inferred from sequence or structural similarity
144007_at,CG10564,Ac78C,FBgn0024150,0007242 // intracellular signaling cascade // inferred from electronic annotation /// 0009190 // cyclic nucleotide biosynthetic process // inferred from electronic annotation
144008_at,CG1410,CG1410,FBgn0024182,"0006355 // regulation of transcription, DNA-dependent // inferred from sequence or structural similarity /// 0006355 // regulation of transcription, DNA-dependent // inferred from electronic annotation /// 0006412 // translation // inferred from sequence or structural similarity /// 0006810 // transport // inferred from electronic annotation"
144014_at,CG7760,cato,FBgn0024249,"0006355 // regulation of transcription, DNA-dependent // inferred from sequence or structural similarity /// 0007423 // sensory organ development // traceable author statement /// 0045449 // regulation of transcription // inferred from electronic annotation"
144020_at,CG12773,CG12773,FBgn0024365,0006810 // transport // inferred from electronic annotation /// 0006865 // amino acid transport // inferred from sequence or structural similarity
144028_at,CG3100,b6,FBgn0024897,---
144029_at,CG1303,agt,FBgn0024912,0006281 // DNA repair // inferred from electronic annotation /// 0006307 // DNA dealkylation // inferred from direct assay
144030_at,CG11062,Actbeta,FBgn0024913,0016049 // cell growth // non-traceable author statement /// 0048813 // dendrite morphogenesis // non-traceable author statement
144041_at,CG11448,CG11448,FBgn0024985,---
144049_at,CG18642,Bem46,FBgn0025109,"0001672 // regulation of chromatin assembly or disassembly // inferred from mutant phenotype /// 0006325 // establishment or maintenance of chromatin architecture // non-traceable author statement /// 0006350 // transcription // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-dependent // inferred from electronic annotation /// 0006915 // apoptosis // inferred from electronic annotation /// 0006917 // induction of apoptosis // inferred from mutant phenotype /// 0006917 // induction of apoptosis // traceable author statement /// 0006997 // nuclear organization and biogenesis // traceable author statement /// 0007060 // male meiosis chromosome segregation // inferred from mutant phenotype /// 0007141 // male meiosis I // inferred from mutant phenotype /// 0008354 // germ cell migration // inferred from genetic interaction /// 0016568 // chromatin modification // inferred from electronic annotation /// 0042981 // regulation of apoptosis // inferred from mutant phenotype /// 0048477 // oogenesis // inferred from mutant phenotype"
144050_at,CG16870,Acyp,FBgn0025115,---
144051_at,CG5709,ari-2,FBgn0025186,---
144057_at,CG12179,CG12179,FBgn0025388,---
144060_at,CG3064,CG3064,FBgn0025392,0007275 // multicellular organismal development // inferred from electronic annotation
144064_at,CG7838,BubR1,FBgn0025458,0006468 // protein amino acid phosphorylation // inferred from electronic annotation /// 0006468 // protein amino acid phosphorylation // non-traceable author statement /// 0007052 // mitotic spindle organization and biogenesis // inferred from mutant phenotype /// 0007094 // mitotic cell cycle spindle assembly checkpoint // inferred from direct assay /// 0007094 // mitotic cell cycle spindle assembly checkpoint // inferred from mutant phenotype /// 0007094 // mitotic cell cycle spindle assembly checkpoint // inferred from sequence or structural similarity /// 0007094 // mitotic cell cycle spindle assembly checkpoint // traceable author statement /// 0007096 // regulation of exit from mitosis // inferred from genetic interaction /// 0007096 // regulation of exit from mitosis // inferred from mutant phenotype /// 0031577 // spindle checkpoint // inferred from mutant phenotype /// 0035186 // syncytial blastoderm mitotic cell cycle // inferred from mutant phenotype
144071_at,CG13359,CG13359,FBgn0025616,---
144077_at,CG13367,CG13367,FBgn0025634,---
144081_at,CG13369,CG13369,FBgn0025640,0006014 // D-ribose metabolic process // inferred from electronic annotation
144084_at,CG3588,CG3588,FBgn0025643,---
144085_at,CG14424,CG14424,FBgn0025644,---
144087_at,CG2932,Bteb2,FBgn0025679,---
144093_at,CG6759,cdc16,FBgn0025781,0000090 // mitotic anaphase // non-traceable author statement /// 0007049 // cell cycle // inferred from mutant phenotype /// 0030071 // regulation of mitotic metaphase/anaphase transition // inferred from mutant phenotype
144104_at,CG2879,CG2879,FBgn0025834,---
144121_at,CG3126,CG3126,FBgn0026145,0007264 // small GTPase mediated signal transduction // inferred from electronic annotation /// 0007265 // Ras protein signal transduction // inferred from mutant phenotype /// 0007275 // multicellular organismal development // inferred from electronic annotation /// 0051056 // regulation of small GTPase mediated signal transduction // inferred from electronic annotation
144139_at,CG9700,CG9700,FBgn0026399,0007165 // signal transduction // inferred from electronic annotation /// 0007186 // G-protein coupled receptor protein signaling pathway // inferred from electronic annotation /// 0007608 // sensory perception of smell // inferred from electronic annotation /// 0050896 // response to stimulus // inferred from electronic annotation /// 0050911 // detection of chemical stimulus involved in sensory perception of smell // inferred from mutant phenotype
144142_at,CG1220,CG1220,FBgn0026414,0030162 // regulation of proteolysis // non-traceable author statement
144147_at,CG6378,BM-40-SPARC,FBgn0026562,0007155 // cell adhesion // inferred from sequence or structural similarity /// 0007498 // mesoderm development // inferred from expression pattern
144148_at,CG1315,CG1315,FBgn0026565,0000050 // urea cycle // non-traceable author statement /// 0000050 // urea cycle // inferred from electronic annotation /// 0000053 // argininosuccinate metabolic process // inferred from sequence or structural similarity /// 0006526 // arginine biosynthetic process // inferred from electronic annotation /// 0006526 // arginine biosynthetic process // non-traceable author statement /// 0008652 // amino acid biosynthetic process // inferred from electronic annotation
144149_at,CG1851,Ady43A,FBgn0026602,0006166 // purine ribonucleoside salvage // inferred from electronic annotation
144159_at,CG3240,CG3240,FBgn0026778,0006281 // DNA repair // inferred from sequence or structural similarity /// 0006281 // DNA repair // non-traceable author statement /// 0006281 // DNA repair // inferred from electronic annotation
144165_at,CG13358,CG13358,FBgn0026874,---
144168_at,CG18451,CG18451,FBgn0026879,---
144171_at,CG10393,amos,FBgn0027104,"0006350 // transcription // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-dependent // inferred from sequence or structural similarity /// 0006355 // regulation of transcription, DNA-dependent // inferred from electronic annotation /// 0007275 // multicellular organismal development // inferred from electronic annotation /// 0007399 // nervous system development // non-traceable author statement /// 0007399 // nervous system development // inferred from electronic annotation /// 0007423 // sensory organ development // inferred from mutant phenotype /// 0007423 // sensory organ development // traceable author statement /// 0008052 // sensory organ boundary specification // inferred from mutant phenotype /// 0016360 // sensory organ precursor cell fate determination // traceable author statement /// 0030154 // cell differentiation // inferred from electronic annotation /// 0045449 // regulation of transcription // inferred from electronic annotation"
144174_at,CG4590,CG4590,FBgn0027108,0007440 // foregut morphogenesis // inferred from mutant phenotype /// 0016331 // morphogenesis of embryonic epithelium // inferred from mutant phenotype /// 0042048 // olfactory behavior // inferred from mutant phenotype
144178_at,CG17767,CG17767,FBgn0027358,0006626 // protein targeting to mitochondrion // inferred from sequence or structural similarity /// 0006626 // protein targeting to mitochondrion // inferred from electronic annotation /// 0006810 // transport // inferred from electronic annotation /// 0015031 // protein transport // inferred from sequence or structural similarity /// 0015031 // protein transport // non-traceable author statement /// 0015031 // protein transport // inferred from electronic annotation /// 0045039 // protein import into mitochondrial inner membrane // inferred from electronic annotation /// 0065002 // intracellular protein transport across a membrane // inferred from electronic annotation
144181_at,CG5387,Cdk5alpha,FBgn0027491,0006468 // protein amino acid phosphorylation // inferred from sequence or structural similarity /// 0007409 // axonogenesis // inferred from genetic interaction /// 0007409 // axonogenesis // inferred from mutant phenotype
144186_at,CG11006,CG11006,FBgn0027534,0007052 // mitotic spindle organization and biogenesis // inferred from mutant phenotype
144198_at,CG5652,beltless,FBgn0027917,0007586 // digestion // inferred from mutant phenotype /// 0009651 // response to salt stress // non-traceable author statement /// 0040003 // chitin-based cuticle development // inferred from mutant phenotype /// 0048477 // oogenesis // inferred from mutant phenotype
144215_at,CG10221,CG10221,FBgn0028475,---
144236_at,CG11405,A3-3,FBgn0028550,"0006355 // regulation of transcription, DNA-dependent // inferred from electronic annotation"
144240_at,CG7644,beat-Ib,FBgn0028645,0007155 // cell adhesion // non-traceable author statement /// 0007415 // defasciculation of motor neuron axon // non-traceable author statement /// 0016198 // axon choice point recognition // non-traceable author statement
144241_at,CG11902,CG11902,FBgn0028647,---
144242_at,CG16889,adat,FBgn0028658,0006396 // RNA processing // inferred from electronic annotation /// 0006400 // tRNA modification // inferred from direct assay /// 0008033 // tRNA processing // inferred from electronic annotation /// 0008033 // tRNA processing // inferred from mutant phenotype
144265_at,CG12636,CG12636,FBgn0028854,---
144268_at,CG12448,CG12448,FBgn0028857,---
144269_at,CG10839,CG10839,FBgn0028858,0007018 // microtubule-based movement // inferred from sequence or structural similarity
144270_at,CG12455,CG12455,FBgn0028859,---
144276_at,CG15280,CG15280,FBgn0028867,---
144286_at,CG4218,CG4218,FBgn0028881,---
144300_at,CG13243,CG13243,FBgn0028903,---
144308_at,CG15287,CG15287,FBgn0028918,0008206 // bile acid metabolic process // inferred from sequence or structural similarity /// 0015936 // coenzyme A metabolic process // inferred from electronic annotation /// 0016142 // O-glycoside catabolic process // inferred from sequence or structural similarity
144326_at,CG11864,CG11864,FBgn0028944,0006508 // proteolysis // inferred from electronic annotation /// 0006508 // proteolysis // inferred from sequence or structural similarity
144329_at,CG11865,CG11865,FBgn0028947,0006508 // proteolysis // inferred from electronic annotation
144333_at,CG2872,AlstR,FBgn0028961,0007165 // signal transduction // inferred from electronic annotation /// 0007186 // G-protein coupled receptor protein signaling pathway // inferred from electronic annotation /// 0007186 // G-protein coupled receptor protein signaling pathway // inferred from sequence or structural similarity
144335_at,CG8947,CG8947,FBgn0028967,0006508 // proteolysis // inferred from electronic annotation
144338_at,CG13377,CG13377,FBgn0029517,0008152 // metabolic process // inferred from electronic annotation /// 0055114 // oxidation reduction // inferred from electronic annotation
144339_r_at,CG13376,CG13376,FBgn0029518,---
144340_at,CG13375,CG13375,FBgn0029519,0007264 // small GTPase mediated signal transduction // inferred from electronic annotation
144341_at,CG12470,CG12470,FBgn0029520,---
144343_at,CG13373,CG13373,FBgn0029522,---
144347_at,CG13365,CG13365,FBgn0029529,---
144348_at,CG13362,CG13362,FBgn0029531,---
144349_at,CG13361,CG13361,FBgn0029532,---
144352_at,CG14635,CG14635,FBgn0029535,---
144353_at,CG11664,CG11664,FBgn0029536,0006508 // proteolysis // inferred from electronic annotation
144355_at,CG14632,CG14632,FBgn0029538,---
144356_at,CG11663,CG11663,FBgn0029539,---
144362_at,CG14631,CG14631,FBgn0029552,---
144363_at,CG11638,CG11638,FBgn0029553,---
144364_at,CG14630,CG14630,FBgn0029555,0055114 // oxidation reduction // inferred from electronic annotation
144366_at,CG14628,CG14628,FBgn0029558,---
144369_at,CG11378,CG11378,FBgn0029561,---
144370_at,CG11384,CG11384,FBgn0029562,---
144371_at,CG11379,CG11379,FBgn0029563,---
144372_at,CG14627,CG14627,FBgn0029564,---
144373_at,CG14626,CG14626,FBgn0029565,---
144374_at,CG11380,CG11380,FBgn0029566,---
144375_at,CG14625,CG14625,FBgn0029567,---
144376_at,CG11381,CG11381,FBgn0029568,---
144377_at,CG14624,CG14624,FBgn0029569,---
144378_at,CG11382,CG11382,FBgn0029570,---
144379_at,CG11398,CG11398,FBgn0029571,---
144383_at,CG3080,CG3080,FBgn0029581,---
144384_at,CG3729,CG3729,FBgn0029582,---
144385_at,CG11511,br,FBgn0029585,"0001752 // compound eye photoreceptor fate commitment // inferred from mutant phenotype /// 0006355 // regulation of transcription, DNA-dependent // non-traceable author statement /// 0006914 // autophagy // inferred from mutant phenotype /// 0007275 // multicellular organismal development // inferred from electronic annotation /// 0007458 // progression of morphogenetic furrow during compound eye morphogenesis // inferred from mutant phenotype /// 0007552 // metamorphosis // non-traceable author statement /// 0007552 // metamorphosis // traceable author statement /// 0007562 // eclosion // inferred from expression pattern /// 0008219 // cell death // traceable author statement /// 0009608 // response to symbiont // inferred from mutant phenotype /// 0035070 // salivary gland histolysis // inferred from mutant phenotype /// 0035070 // salivary gland histolysis // non-traceable author statement /// 0035071 // salivary gland cell autophagic cell death // non-traceable author statement /// 0035072 // ecdysone-mediated induction of salivary gland cell autophagic cell death // non-traceable author statement /// 0035075 // response to ecdysone // inferred from mutant phenotype /// 0035193 // larval central nervous system remodeling // inferred from mutant phenotype /// 0040034 // regulation of development, heterochronic // traceable author statement /// 0048477 // oogenesis // inferred from mutant phenotype /// 0048747 // muscle fiber development // inferred from genetic interaction /// 0048808 // male genitalia morphogenesis // inferred from mutant phenotype"
144395_at,CG14053,CG14053,FBgn0029603,---
144396_at,CG18082,CG18082,FBgn0029605,---
144397_at,CG14052,CG14052,FBgn0029606,---
144398_at,CG14050,CG14050,FBgn0029610,---
144400_at,CG14047,CG14047,FBgn0029615,---
144401_at,CG14045,CG14045,FBgn0029616,0035023 // regulation of Rho protein signal transduction // inferred from electronic annotation
144402_at,CG12496,CG12496,FBgn0029617,---
144403_at,CG13756,boi,FBgn0029618,0007155 // cell adhesion // inferred from sequence or structural similarity /// 0007224 // smoothened signaling pathway // inferred from mutant phenotype
144404_at,CG7894,boi,FBgn0029619,0007155 // cell adhesion // inferred from sequence or structural similarity /// 0007224 // smoothened signaling pathway // inferred from mutant phenotype
144406_at,CG13758,CG13758,FBgn0029622,0007165 // signal transduction // inferred from electronic annotation /// 0007186 // G-protein coupled receptor protein signaling pathway // inferred from electronic annotation /// 0007186 // G-protein coupled receptor protein signaling pathway // inferred from sequence or structural similarity /// 0007218 // neuropeptide signaling pathway // inferred from direct assay /// 0007623 // circadian rhythm // inferred from mutant phenotype /// 0048511 // rhythmic process // inferred from electronic annotation /// 0048512 // circadian behavior // inferred from mutant phenotype
144408_at,CG13759,CG13759,FBgn0029624,---
144409_at,CG13760,CG13760,FBgn0029625,---
144413_at,CG13762,CG13762,FBgn0029632,0006816 // calcium ion transport // inferred from sequence or structural similarity
144414_at,CG10260,CG10260,FBgn0029633,0016310 // phosphorylation // non-traceable author statement /// 0046854 // phosphoinositide phosphorylation // inferred from electronic annotation /// 0048015 // phosphoinositide-mediated signaling // inferred from electronic annotation
144415_at,CG12498,CG12498,FBgn0029635,---
144416_at,CG14416,CG14416,FBgn0029636,---
144417_at,CG14417,CG14417,FBgn0029637,---
144418_at,CG14418,CG14418,FBgn0029638,---
144419_at,CG14419,CG14419,FBgn0029639,---
144423_at,CG14420,CG14420,FBgn0029643,0007186 // G-protein coupled receptor protein signaling pathway // inferred from electronic annotation
144424_at,CG14421,CG14421,FBgn0029644,---
144425_at,CG14422,CG14422,FBgn0029645,---
144426_at,CG14423,CG14423,FBgn0029646,---
144431_at,CG10782,CG10782,FBgn0029651,---
144432_at,CG14265,CG14265,FBgn0029652,---
144436_at,CG10793,CG10793,FBgn0029656,0006979 // response to oxidative stress // inferred from electronic annotation /// 0055114 // oxidation reduction // inferred from electronic annotation
144437_at,CG12535,CG12535,FBgn0029657,---
144438_at,CG14269,CG14269,FBgn0029658,---
144440_at,CG10801,CG10801,FBgn0029660,---
144442_at,CG12206,CG12206,FBgn0029662,0045454 // cell redox homeostasis // inferred from electronic annotation
144443_at,CG10804,CG10804,FBgn0029663,0006810 // transport // inferred from electronic annotation /// 0006836 // neurotransmitter transport // inferred from electronic annotation /// 0006836 // neurotransmitter transport // inferred from sequence or structural similarity
144444_at,CG14270,CG14270,FBgn0029665,---
144447_at,CG13021,CG13021,FBgn0029669,---
144451_at,CG12462,CG12462,FBgn0029675,0006468 // protein amino acid phosphorylation // inferred from electronic annotation
144472_at,CG12691,CG12691,FBgn0029701,---
144474_at,CG12692,CG12692,FBgn0029703,---
144475_at,CG12693,CG12693,FBgn0029705,---
144477_at,CG12688,CG12688,FBgn0029707,---
144481_at,CG11436,CG11436,FBgn0029713,---
144484_at,CG12684,CG12684,FBgn0029717,---
144495_at,CG12682,CG12682,FBgn0029729,---
144496_at,CG12681,CG12681,FBgn0029730,---
144503_at,CG12680,CG12680,FBgn0029740,---
144518_at,CG12732,CG12732,FBgn0029759,0006644 // phospholipid metabolic process // inferred from electronic annotation /// 0006810 // transport // inferred from electronic annotation /// 0006811 // ion transport // inferred from electronic annotation /// 0006813 // potassium ion transport // inferred from sequence or structural similarity /// 0006813 // potassium ion transport // inferred from electronic annotation /// 0016042 // lipid catabolic process // inferred from electronic annotation
144525_at,CG12730,CG12730,FBgn0029771,---
144530_at,CG11473,CG11473,FBgn0029779,---
144556_at,CG11462,CG11462,FBgn0029815,---
144557_at,CG12729,CG12729,FBgn0029816,---
144562_at,CG12728,CG12728,FBgn0029825,---
144575_i_at,CG5914,CG5914,FBgn0029841,---
144577_at,CG12544,Ca-alpha1T,FBgn0029844,0000160 // two-component signal transduction system (phosphorelay) // inferred from electronic annotation /// 0006006 // glucose metabolic process // inferred from electronic annotation /// 0006810 // transport // inferred from electronic annotation /// 0006811 // ion transport // inferred from electronic annotation /// 0006816 // calcium ion transport // inferred from electronic annotation /// 0055114 // oxidation reduction // inferred from electronic annotation
144578_at,CG4222,Ca-alpha1T,FBgn0029845,0000160 // two-component signal transduction system (phosphorelay) // inferred from electronic annotation /// 0006006 // glucose metabolic process // inferred from electronic annotation /// 0006810 // transport // inferred from electronic annotation /// 0006811 // ion transport // inferred from electronic annotation /// 0006816 // calcium ion transport // inferred from electronic annotation /// 0055114 // oxidation reduction // inferred from electronic annotation
144579_at,CG15899,Ca-alpha1T,FBgn0029846,0000160 // two-component signal transduction system (phosphorelay) // inferred from electronic annotation /// 0006006 // glucose metabolic process // inferred from electronic annotation /// 0006810 // transport // inferred from electronic annotation /// 0006811 // ion transport // inferred from electronic annotation /// 0006816 // calcium ion transport // inferred from electronic annotation /// 0055114 // oxidation reduction // inferred from electronic annotation
144580_at,CG3599,Btd,FBgn0029848,0006807 // nitrogen compound metabolic process // inferred from electronic annotation /// 0009408 // response to heat // inferred from mutant phenotype
144582_at,CG14446,CG14446,FBgn0029850,---
144583_at,CG14445,CG14445,FBgn0029851,---
144591_at,CG12219,CG12219,FBgn0029862,---
144596_at,CG3861,CG3861,FBgn0029869,0005975 // carbohydrate metabolic process // inferred from sequence or structural similarity /// 0006099 // tricarboxylic acid cycle // inferred from electronic annotation /// 0007610 // behavior // inferred from electronic annotation /// 0044262 // cellular carbohydrate metabolic process // inferred from electronic annotation
144601_at,CG14443,CG14443,FBgn0029880,---
144610_at,CG14442,CG14442,FBgn0029893,0006810 // transport // inferred from electronic annotation
144611_at,CG14440,CG14440,FBgn0029894,---
144612_at,CG14441,CG14441,FBgn0029895,---
144614_at,CG14439,CG14439,FBgn0029898,0006810 // transport // inferred from electronic annotation
144616_at,CG14436,C3G,FBgn0029902,0007264 // small GTPase mediated signal transduction // inferred from electronic annotation /// 0051056 // regulation of small GTPase mediated signal transduction // inferred from electronic annotation
144619_at,CG4547,CG4547,FBgn0029907,0006487 // protein amino acid N-linked glycosylation // inferred from sequence or structural similarity /// 0006490 // oligosaccharide-lipid intermediate assembly // inferred from sequence or structural similarity /// 0007474 // imaginal disc-derived wing vein specification // inferred from mutant phenotype /// 0045494 // photoreceptor cell maintenance // inferred from mutant phenotype
144621_at,CG12796,CG12796,FBgn0029909,0007165 // signal transduction // inferred from electronic annotation /// 0007186 // G-protein coupled receptor protein signaling pathway // inferred from electronic annotation /// 0007186 // G-protein coupled receptor protein signaling pathway // inferred from sequence or structural similarity
144622_at,CG14435,CG14435,FBgn0029911,---
144625_at,CG14434,CG14434,FBgn0029915,0006171 // cAMP biosynthetic process // inferred from electronic annotation
144626_at,CG4564,CG4564,FBgn0029916,---
144627_at,CG4571,CG4571,FBgn0029917,---
144628_i_at,CG14432,CG14432,FBgn0029919,---
144629_f_at,CG14432,CG14432,FBgn0029919,---
144633_at,CG14431,CG14431,FBgn0029922,---
144635_at,CG14430,CG14430,FBgn0029927,---
144638_at,CG12541,CG12541,FBgn0029930,---
144639_at,CG14427,CG14427,FBgn0029931,---
144641_at,CG14425,CG14425,FBgn0029933,"0000380 // alternative nuclear mRNA splicing, via spliceosome // traceable author statement /// 0000398 // nuclear mRNA splicing, via spliceosome // traceable author statement /// 0006350 // transcription // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-dependent // inferred from electronic annotation /// 0007131 // meiotic recombination // traceable author statement /// 0007224 // smoothened signaling pathway // inferred from direct assay /// 0007281 // germ cell development // traceable author statement /// 0007446 // imaginal disc growth // inferred from mutant phenotype /// 0007530 // sex determination // non-traceable author statement /// 0007530 // sex determination // traceable author statement /// 0007530 // sex determination // inferred from electronic annotation /// 0007541 // sex determination, primary response to X:A ratio // non-traceable author statement /// 0007541 // sex determination, primary response to X:A ratio // traceable author statement /// 0007548 // sex differentiation // non-traceable author statement /// 0007548 // sex differentiation // traceable author statement /// 0007549 // dosage compensation // non-traceable author statement /// 0007549 // dosage compensation // traceable author statement /// 0017148 // negative regulation of translation // inferred from direct assay /// 0017148 // negative regulation of translation // inferred from mutant phenotype /// 0017148 // negative regulation of translation // non-traceable author statement /// 0017148 // negative regulation of translation // traceable author statement /// 0018993 // somatic sex determination // non-traceable author statement /// 0018993 // somatic sex determination // traceable author statement /// 0019099 // female germ-line sex determination // traceable author statement /// 0019101 // female somatic sex determination // traceable author statement /// 0030154 // cell differentiation // inferred from electronic annotation /// 0030237 // female sex determination // non-traceable author statement /// 0046660 // female sex differentiation // non-traceable author statement /// 0048024 // regulation of nuclear mRNA splicing, via spliceosome // non-traceable author statement /// 0048024 // regulation of nuclear mRNA splicing, via spliceosome // traceable author statement /// 0048025 // negative regulation of nuclear mRNA splicing, via spliceosome // traceable author statement /// 0048477 // oogenesis // traceable author statement"
144651_at,CG11369,CG11369,FBgn0029951,---
144652_at,CG12689,CG12689,FBgn0029952,---
144655_at,CG12663,CG12663,FBgn0029961,---
144656_at,CG1402,CG1402,FBgn0029962,0006730 // one-carbon compound metabolic process // inferred from electronic annotation
144657_at,CG10920,CG10920,FBgn0029963,0006810 // transport // inferred from electronic annotation
144658_at,CG1409,CG1409,FBgn0029964,---
144664_at,CG1444,CG1444,FBgn0029975,0008152 // metabolic process // inferred from electronic annotation /// 0055114 // oxidation reduction // inferred from electronic annotation
144685_at,CG10761,CG10761,FBgn0030015,---
144688_at,CG15339,CG15339,FBgn0030019,---
144689_at,CG12658,CG12658,FBgn0030020,---
144690_at,CG15340,CG15340,FBgn0030021,---
144691_at,CG15341,CG15341,FBgn0030022,---
144692_at,CG15342,CG15342,FBgn0030023,---
144693_at,CG1617,CG1617,FBgn0030024,---
144696_at,CG2156,CG2156,FBgn0030031,---
144698_at,CG11190,CG11190,FBgn0030035,0016255 // attachment of GPI anchor to protein // inferred from sequence or structural similarity
144699_at,CG1440,CG1440,FBgn0030038,0006508 // proteolysis // inferred from electronic annotation
144701_at,CG12116,CG12116,FBgn0030041,0008152 // metabolic process // inferred from electronic annotation /// 0055114 // oxidation reduction // inferred from electronic annotation
144702_at,CG15348,CG15348,FBgn0030042,---
144707_at,CG11265,CG11265,FBgn0030049,0007062 // sister chromatid cohesion // non-traceable author statement
144708_at,CG12772,CG12772,FBgn0030055,---
144709_at,CG11284,CG11284,FBgn0030056,0006730 // one-carbon compound metabolic process // inferred from electronic annotation
144711_at,CG11294,CG11294,FBgn0030058,"0006355 // regulation of transcription, DNA-dependent // inferred from electronic annotation /// 0045449 // regulation of transcription // inferred from electronic annotation"
144719_at,CG12661,CG12661,FBgn0030071,---
144720_at,CG12662,CG12662,FBgn0030074,---
144729_at,CG9113,AP-1gamma,FBgn0030089,0006886 // intracellular protein transport // inferred from electronic annotation /// 0006901 // vesicle coating // traceable author statement /// 0007269 // neurotransmitter secretion // non-traceable author statement /// 0015031 // protein transport // inferred from electronic annotation /// 0016183 // synaptic vesicle coating // traceable author statement /// 0016192 // vesicle-mediated transport // inferred from electronic annotation
144732_at,CG11042,CG11042,FBgn0030094,---
144734_at,CG12115,CG12115,FBgn0030097,---
144735_at,CG12119,CG12119,FBgn0030102,---
144742_at,CG12121,CG12121,FBgn0030109,---
144745_at,CG12124,CG12124,FBgn0030112,---
144752_at,CG12667,CG12667,FBgn0030124,---
144753_at,CG12149,c12.2,FBgn0030125,---
144757_at,CG12067,CG12067,FBgn0030132,---
144766_at,CG1354,CG1354,FBgn0030151,---
144768_at,CG15246,CG15246,FBgn0030155,---
144785_at,CG12645,CG12645,FBgn0030181,---
144788_at,CG15310,CG15310,FBgn0030185,---
144791_at,CG2908,CG2908,FBgn0030190,---
144794_at,CG12641,CG12641,FBgn0030193,---
144800_at,CG12640,CG12640,FBgn0030202,---
144820_at,CG12637,CG12637,FBgn0030224,---
144834_at,CG11203,CG11203,FBgn0030249,---
144835_at,CG15206,CG15206,FBgn0030250,---
144841_at,CG11160,CG11160,FBgn0030257,---
144849_at,CG11122,CG11122,FBgn0030266,---
144856_at,CG11106,CG11106,FBgn0030280,---
144857_at,CG11105,CG11105,FBgn0030281,---
144858_at,CG12625,CG12625,FBgn0030282,---
144866_at,CG11756,CG11756,FBgn0030290,---
144868_at,CG11752,CG11752,FBgn0030292,---
144870_at,CG11750,CG11750,FBgn0030294,---
144875_at,CG11727,CG11727,FBgn0030299,0032313 // regulation of Rab GTPase activity // inferred from electronic annotation
144883_at,CG11699,CG11699,FBgn0030311,---
144885_at,CG11697,CG11697,FBgn0030313,---
144887_at,CG11695,CG11695,FBgn0030316,---
144900_at,CG10347,CG10347,FBgn0030342,---
