Probe Set ID,CG Name,Gene Name,FBgn Number,GO
148945_at,CG6445,Cad74A,FBgn0036715,0007156 // homophilic cell adhesion // inferred from electronic annotation /// 0016339 // calcium-dependent cell-cell adhesion // inferred from sequence or structural similarity
149648_at,CG4509,Cad86C,FBgn0037840,0006810 // transport // inferred from electronic annotation /// 0007155 // cell adhesion // inferred from electronic annotation /// 0007156 // homophilic cell adhesion // inferred from electronic annotation /// 0016339 // calcium-dependent cell-cell adhesion // inferred from sequence or structural similarity /// 0016339 // calcium-dependent cell-cell adhesion // non-traceable author statement
149716_at,CG6977,Cad87A,FBgn0037963,0007155 // cell adhesion // inferred from electronic annotation /// 0007156 // homophilic cell adhesion // inferred from electronic annotation /// 0016339 // calcium-dependent cell-cell adhesion // inferred from sequence or structural similarity /// 0016339 // calcium-dependent cell-cell adhesion // non-traceable author statement
149910_at,CG3389,Cad88C,FBgn0038247,0007156 // homophilic cell adhesion // inferred from electronic annotation /// 0007424 // open tracheal system development // inferred from genetic interaction /// 0016339 // calcium-dependent cell-cell adhesion // inferred from sequence or structural similarity
150022_at,CG14900,Cad89D,FBgn0038439,0007155 // cell adhesion // inferred from sequence or structural similarity /// 0007155 // cell adhesion // inferred from electronic annotation /// 0007156 // homophilic cell adhesion // inferred from electronic annotation /// 0016339 // calcium-dependent cell-cell adhesion // inferred from sequence or structural similarity /// 0016339 // calcium-dependent cell-cell adhesion // non-traceable author statement
143965_at,CG10239,Cad96Ca,FBgn0022800,0006468 // protein amino acid phosphorylation // inferred from electronic annotation /// 0006468 // protein amino acid phosphorylation // inferred from sequence or structural similarity /// 0006468 // protein amino acid phosphorylation // non-traceable author statement /// 0007156 // homophilic cell adhesion // inferred from electronic annotation /// 0016339 // calcium-dependent cell-cell adhesion // inferred from sequence or structural similarity
150559_at,CG10244,Cad96Ca,FBgn0039289,0006468 // protein amino acid phosphorylation // inferred from electronic annotation /// 0006468 // protein amino acid phosphorylation // inferred from sequence or structural similarity /// 0006468 // protein amino acid phosphorylation // non-traceable author statement /// 0007156 // homophilic cell adhesion // inferred from electronic annotation /// 0016339 // calcium-dependent cell-cell adhesion // inferred from sequence or structural similarity
150563_at,CG10421,Cad96Cb,FBgn0039294,0007156 // homophilic cell adhesion // inferred from electronic annotation /// 0007424 // open tracheal system development // inferred from genetic interaction /// 0016339 // calcium-dependent cell-cell adhesion // inferred from sequence or structural similarity
150564_at,CG13664,Cad96Cb,FBgn0039295,0007156 // homophilic cell adhesion // inferred from electronic annotation /// 0007424 // open tracheal system development // inferred from genetic interaction /// 0016339 // calcium-dependent cell-cell adhesion // inferred from sequence or structural similarity
150851_at,CG15511,Cad99C,FBgn0039708,0007155 // cell adhesion // inferred from sequence or structural similarity /// 0007156 // homophilic cell adhesion // inferred from electronic annotation /// 0007224 // smoothened signaling pathway // inferred from mutant phenotype /// 0016339 // calcium-dependent cell-cell adhesion // inferred from sequence or structural similarity /// 0016339 // calcium-dependent cell-cell adhesion // non-traceable author statement /// 0048100 // wing disc anterior/posterior pattern formation // inferred from mutant phenotype
154139_at,CG7805,Cad99C,FBgn0039709,0007155 // cell adhesion // inferred from sequence or structural similarity /// 0007156 // homophilic cell adhesion // inferred from electronic annotation /// 0007224 // smoothened signaling pathway // inferred from mutant phenotype /// 0016339 // calcium-dependent cell-cell adhesion // inferred from sequence or structural similarity /// 0016339 // calcium-dependent cell-cell adhesion // non-traceable author statement /// 0048100 // wing disc anterior/posterior pattern formation // inferred from mutant phenotype
143829_at,CG7100,CadN,FBgn0015609,0007155 // cell adhesion // non-traceable author statement /// 0007155 // cell adhesion // inferred from electronic annotation /// 0007156 // homophilic cell adhesion // inferred from direct assay /// 0007156 // homophilic cell adhesion // inferred from sequence or structural similarity /// 0007156 // homophilic cell adhesion // inferred from electronic annotation /// 0007411 // axon guidance // non-traceable author statement /// 0007412 // axon target recognition // inferred from mutant phenotype /// 0007413 // axonal fasciculation // traceable author statement /// 0016318 // ommatidial rotation // inferred from mutant phenotype /// 0016339 // calcium-dependent cell-cell adhesion // inferred from physical interaction /// 0016339 // calcium-dependent cell-cell adhesion // inferred from sequence or structural similarity /// 0031290 // retinal ganglion cell axon guidance // inferred from mutant phenotype /// 0048846 // axon extension involved in axon guidance // inferred from mutant phenotype /// 0050774 // negative regulation of dendrite morphogenesis // inferred from mutant phenotype
146416_at,CG7527,CadN2,FBgn0032655,0007155 // cell adhesion // inferred from electronic annotation /// 0007156 // homophilic cell adhesion // inferred from electronic annotation /// 0007156 // homophilic cell adhesion // inferred from sequence or structural similarity /// 0016318 // ommatidial rotation // inferred from mutant phenotype /// 0016339 // calcium-dependent cell-cell adhesion // inferred from sequence or structural similarity /// 0016339 // calcium-dependent cell-cell adhesion // non-traceable author statement /// 0048846 // axon extension involved in axon guidance // inferred from mutant phenotype
154659_at,CG4236,Caf1,FBgn0015610,"0000122 // negative regulation of transcription from RNA polymerase II promoter // inferred from mutant phenotype /// 0000910 // cytokinesis // inferred from mutant phenotype /// 0006281 // DNA repair // traceable author statement /// 0006334 // nucleosome assembly // inferred from direct assay /// 0006334 // nucleosome assembly // non-traceable author statement /// 0006335 // DNA replication-dependent nucleosome assembly // non-traceable author statement /// 0006342 // chromatin silencing // inferred from physical interaction /// 0006350 // transcription // inferred from direct assay /// 0006350 // transcription // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-dependent // inferred from electronic annotation /// 0007307 // eggshell chorion gene amplification // inferred by curator /// 0007517 // muscle development // inferred from mutant phenotype /// 0016568 // chromatin modification // inferred from electronic annotation /// 0016571 // histone methylation // inferred from direct assay /// 0016573 // histone acetylation // inferred from direct assay /// 0016573 // histone acetylation // inferred from sequence or structural similarity /// 0016584 // nucleosome positioning // inferred from direct assay /// 0042766 // nucleosome mobilization // inferred from direct assay /// 0048666 // neuron development // inferred from mutant phenotype /// 0048813 // dendrite morphogenesis // inferred from mutant phenotype"
146951_at,CG12892,Caf1-105,FBgn0033526,0006333 // chromatin assembly or disassembly // inferred from sequence or structural similarity /// 0006334 // nucleosome assembly // non-traceable author statement
141513_at,CG12109,Caf1-180,FBgn0030054,0006334 // nucleosome assembly // non-traceable author statement
143886_at,CG12346,cag,FBgn0017414,0045449 // regulation of transcription // inferred from electronic annotation
152261_at,CG7820,CAH1,FBgn0027844,0006730 // one-carbon compound metabolic process // inferred from electronic annotation
148638_at,CG6906,CAH2,FBgn0036261,0006730 // one-carbon compound metabolic process // inferred from electronic annotation
143719_at,CG13412,Caki,FBgn0013759,0006468 // protein amino acid phosphorylation // inferred from electronic annotation /// 0006468 // protein amino acid phosphorylation // non-traceable author statement /// 0007155 // cell adhesion // inferred from mutant phenotype /// 0007163 // establishment or maintenance of cell polarity // non-traceable author statement /// 0007269 // neurotransmitter secretion // non-traceable author statement /// 0007628 // adult walking behavior // inferred from mutant phenotype /// 0008360 // regulation of cell shape // inferred from mutant phenotype /// 0016080 // synaptic vesicle targeting // non-traceable author statement /// 0016081 // synaptic vesicle docking during exocytosis // non-traceable author statement
143857_at,CG6703,Caki,FBgn0015923,0006468 // protein amino acid phosphorylation // inferred from electronic annotation /// 0006468 // protein amino acid phosphorylation // non-traceable author statement /// 0007155 // cell adhesion // inferred from mutant phenotype /// 0007163 // establishment or maintenance of cell polarity // non-traceable author statement /// 0007269 // neurotransmitter secretion // non-traceable author statement /// 0007628 // adult walking behavior // inferred from mutant phenotype /// 0008360 // regulation of cell shape // inferred from mutant phenotype /// 0016080 // synaptic vesicle targeting // non-traceable author statement /// 0016081 // synaptic vesicle docking during exocytosis // non-traceable author statement
150327_at,CG13413,Caki,FBgn0038904,0006468 // protein amino acid phosphorylation // inferred from electronic annotation /// 0006468 // protein amino acid phosphorylation // non-traceable author statement /// 0007155 // cell adhesion // inferred from mutant phenotype /// 0007163 // establishment or maintenance of cell polarity // non-traceable author statement /// 0007269 // neurotransmitter secretion // non-traceable author statement /// 0007628 // adult walking behavior // inferred from mutant phenotype /// 0008360 // regulation of cell shape // inferred from mutant phenotype /// 0016080 // synaptic vesicle targeting // non-traceable author statement /// 0016081 // synaptic vesicle docking during exocytosis // non-traceable author statement
141516_at,CG5148,cal1,FBgn0038478,0007052 // mitotic spindle organization and biogenesis // inferred from mutant phenotype
147498_at,CG18152,CalpA,FBgn0034444,"0006508 // proteolysis // inferred from electronic annotation /// 0006508 // proteolysis // inferred from direct assay /// 0006911 // phagocytosis, engulfment // inferred from mutant phenotype /// 0016540 // protein autoprocessing // traceable author statement /// 0030036 // actin cytoskeleton organization and biogenesis // non-traceable author statement"
154128_at,CG7563,CalpA,FBgn0012051,"0006508 // proteolysis // inferred from electronic annotation /// 0006508 // proteolysis // inferred from direct assay /// 0006911 // phagocytosis, engulfment // inferred from mutant phenotype /// 0016540 // protein autoprocessing // traceable author statement /// 0030036 // actin cytoskeleton organization and biogenesis // non-traceable author statement"
142622_at,CG8107,CalpB,FBgn0025866,0006508 // proteolysis // inferred from direct assay /// 0006508 // proteolysis // inferred from electronic annotation /// 0016540 // protein autoprocessing // traceable author statement
151648_at,CG8107,CalpB,LD18261.3prime-hit,0006508 // proteolysis // inferred from direct assay /// 0006508 // proteolysis // inferred from electronic annotation /// 0016540 // protein autoprocessing // traceable author statement
145181_at,CG3692,CalpC,FBgn0030741,0006508 // proteolysis // inferred from electronic annotation /// 0006508 // proteolysis // non-traceable author statement
153739_at,CG11059,cals,FBgn0039928,0007155 // cell adhesion // inferred from electronic annotation /// 0007156 // homophilic cell adhesion // inferred from electronic annotation /// 0007268 // synaptic transmission // inferred from sequence or structural similarity /// 0007268 // synaptic transmission // non-traceable author statement /// 0016339 // calcium-dependent cell-cell adhesion // inferred from sequence or structural similarity
143737_at,CG5685,Calx,FBgn0013995,0006816 // calcium ion transport // inferred from electronic annotation /// 0007154 // cell communication // inferred from electronic annotation /// 0007602 // phototransduction // inferred from mutant phenotype
153465_at,CG8472,Cam,FBgn0000253,0005513 // detection of calcium ion // inferred from sequence or structural similarity /// 0006468 // protein amino acid phosphorylation // inferred from mutant phenotype /// 0007052 // mitotic spindle organization and biogenesis // inferred from mutant phenotype /// 0016056 // rhodopsin mediated signaling pathway // inferred from mutant phenotype /// 0016059 // deactivation of rhodopsin mediated signaling // traceable author statement /// 0016060 // metarhodopsin inactivation // inferred from genetic interaction /// 0016061 // regulation of light-activated channel activity // inferred from mutant phenotype /// 0016062 // adaptation of rhodopsin mediated signaling // traceable author statement /// 0051383 // kinetochore organization and biogenesis // inferred from mutant phenotype /// 0051533 // positive regulation of NFAT protein import into nucleus // inferred from mutant phenotype
151997_at,CG1495,CaMKI,FBgn0016126,0006468 // protein amino acid phosphorylation // inferred from electronic annotation /// 0006468 // protein amino acid phosphorylation // inferred from sequence or structural similarity /// 0006468 // protein amino acid phosphorylation // non-traceable author statement /// 0006468 // protein amino acid phosphorylation // traceable author statement /// 0007268 // synaptic transmission // inferred from mutant phenotype /// 0007528 // neuromuscular junction development // non-traceable author statement /// 0007611 // learning or memory // inferred from mutant phenotype /// 0007611 // learning or memory // non-traceable author statement /// 0007616 // long-term memory // inferred from mutant phenotype /// 0007619 // courtship behavior // traceable author statement /// 0008049 // male courtship behavior // inferred from mutant phenotype /// 0051489 // regulation of filopodium formation // inferred from mutant phenotype
142793_at,CG18069,CaMKII,FBgn0004624,0006468 // protein amino acid phosphorylation // inferred from electronic annotation /// 0006468 // protein amino acid phosphorylation // non-traceable author statement /// 0006468 // protein amino acid phosphorylation // traceable author statement /// 0007268 // synaptic transmission // inferred from mutant phenotype /// 0007528 // neuromuscular junction development // non-traceable author statement /// 0007611 // learning or memory // inferred from mutant phenotype /// 0007611 // learning or memory // non-traceable author statement /// 0007616 // long-term memory // inferred from mutant phenotype /// 0007619 // courtship behavior // traceable author statement /// 0008049 // male courtship behavior // inferred from mutant phenotype /// 0051489 // regulation of filopodium formation // inferred from mutant phenotype
151686_s_at,CG18069,CaMKII,LD31422.3prime-hit,0006468 // protein amino acid phosphorylation // inferred from electronic annotation /// 0006468 // protein amino acid phosphorylation // non-traceable author statement /// 0006468 // protein amino acid phosphorylation // traceable author statement /// 0007268 // synaptic transmission // inferred from mutant phenotype /// 0007528 // neuromuscular junction development // non-traceable author statement /// 0007611 // learning or memory // inferred from mutant phenotype /// 0007611 // learning or memory // non-traceable author statement /// 0007616 // long-term memory // inferred from mutant phenotype /// 0007619 // courtship behavior // traceable author statement /// 0008049 // male courtship behavior // inferred from mutant phenotype /// 0051489 // regulation of filopodium formation // inferred from mutant phenotype
146883_at,CG13952,Camta,FBgn0033415,0016059 // deactivation of rhodopsin mediated signaling // inferred from mutant phenotype
146884_at,CG13953,Camta,FBgn0033416,---
148517_at,CG6577,can,FBgn0036079,0006367 // transcription initiation from RNA polymerase II promoter // inferred from sequence or structural similarity /// 0007126 // meiosis // traceable author statement /// 0007141 // male meiosis I // inferred from mutant phenotype /// 0007283 // spermatogenesis // inferred from mutant phenotype /// 0007286 // spermatid development // inferred from mutant phenotype /// 0007286 // spermatid development // traceable author statement /// 0045449 // regulation of transcription // inferred from electronic annotation
143579_at,CG1455,CanA1,FBgn0010015,0006470 // protein amino acid dephosphorylation // inferred from sequence or structural similarity /// 0006470 // protein amino acid dephosphorylation // non-traceable author statement /// 0007269 // neurotransmitter secretion // non-traceable author statement /// 0016192 // vesicle-mediated transport // non-traceable author statement
145191_s_at,CG9819,CanA-14F,FBgn0030758,0006470 // protein amino acid dephosphorylation // inferred from sequence or structural similarity /// 0006470 // protein amino acid dephosphorylation // non-traceable author statement /// 0007143 // female meiosis // inferred from mutant phenotype /// 0035220 // wing disc development // inferred from mutant phenotype /// 0051533 // positive regulation of NFAT protein import into nucleus // inferred from mutant phenotype
143578_at,CG4209,CanB,FBgn0010014,0006470 // protein amino acid dephosphorylation // inferred from sequence or structural similarity /// 0006470 // protein amino acid dephosphorylation // non-traceable author statement /// 0007269 // neurotransmitter secretion // non-traceable author statement /// 0016192 // vesicle-mediated transport // non-traceable author statement /// 0051533 // positive regulation of NFAT protein import into nucleus // inferred from mutant phenotype
143830_at,CG11217,CanB2,FBgn0015614,0006470 // protein amino acid dephosphorylation // inferred from sequence or structural similarity /// 0006470 // protein amino acid dephosphorylation // non-traceable author statement /// 0007269 // neurotransmitter secretion // non-traceable author statement /// 0016192 // vesicle-mediated transport // non-traceable author statement /// 0030241 // muscle thick filament assembly // inferred from mutant phenotype /// 0045214 // sarcomere organization // inferred from mutant phenotype
142967_at,CG3451,CAP,FBgn0033505,---
143831_at,CG9802,Cap,FBgn0015615,0007062 // sister chromatid cohesion // inferred from sequence or structural similarity /// 0051276 // chromosome organization and biogenesis // inferred from electronic annotation
146933_at,CG18409,CAP,FBgn0033503,---
151736_at,CG3451,CAP,LP11629.3prime-hit,---
153024_at,CG3725,Ca-P60A,FBgn0004551,0006810 // transport // inferred from electronic annotation /// 0006811 // ion transport // inferred from electronic annotation /// 0006812 // cation transport // inferred from electronic annotation /// 0006816 // calcium ion transport // inferred from electronic annotation /// 0006816 // calcium ion transport // non-traceable author statement /// 0007274 // neuromuscular synaptic transmission // inferred from mutant phenotype /// 0008152 // metabolic process // inferred from electronic annotation /// 0051282 // regulation of sequestering of calcium ion // inferred from mutant phenotype
153068_at,CG15520,capa,FBgn0039722,0006812 // cation transport // traceable author statement /// 0007218 // neuropeptide signaling pathway // inferred from electronic annotation /// 0007218 // neuropeptide signaling pathway // inferred from sequence or structural similarity /// 0007218 // neuropeptide signaling pathway // non-traceable author statement /// 0007218 // neuropeptide signaling pathway // traceable author statement /// 0007218 // neuropeptide signaling pathway // inferred from mutant phenotype /// 0008016 // regulation of heart contraction // non-traceable author statement /// 0042045 // epithelial fluid transport // inferred from direct assay
149189_at,CG14575,capaR,FBgn0037100,0007165 // signal transduction // inferred from electronic annotation /// 0007186 // G-protein coupled receptor protein signaling pathway // inferred from electronic annotation /// 0007186 // G-protein coupled receptor protein signaling pathway // inferred from sequence or structural similarity /// 0007186 // G-protein coupled receptor protein signaling pathway // non-traceable author statement /// 0007589 // body fluid secretion // traceable author statement
154905_at,CG1911,CAP-D2,FBgn0039680,0000070 // mitotic sister chromatid segregation // inferred from sequence or structural similarity /// 0007052 // mitotic spindle organization and biogenesis // inferred from mutant phenotype /// 0007067 // mitosis // inferred from sequence or structural similarity /// 0007067 // mitosis // inferred from electronic annotation /// 0007076 // mitotic chromosome condensation // inferred from mutant phenotype /// 0030261 // chromosome condensation // inferred from electronic annotation
145828_at,CG14019,Cap-D3,FBgn0031714,---
143034_at,CG14685,Cap-H2,FBgn0037831,---
151756_at,CG14685,Cap-H2,SD09295.3prime-hit,---
143972_at,CG11282,caps,FBgn0023095,"0007155 // cell adhesion // non-traceable author statement /// 0007411 // axon guidance // inferred from mutant phenotype /// 0007424 // open tracheal system development // inferred from mutant phenotype /// 0016477 // cell migration // traceable author statement /// 0035147 // branch fusion, open tracheal system // inferred from mutant phenotype"
145562_at,CG5074,capt,FBgn0031311,0000902 // cell morphogenesis // inferred from mutant phenotype /// 0007010 // cytoskeleton organization and biogenesis // inferred from electronic annotation /// 0007015 // actin filament organization // inferred from mutant phenotype /// 0008103 // oocyte microtubule cytoskeleton polarization // inferred from mutant phenotype /// 0008154 // actin polymerization or depolymerization // inferred from mutant phenotype /// 0008360 // regulation of cell shape // inferred from mutant phenotype /// 0008407 // bristle morphogenesis // inferred from mutant phenotype /// 0048190 // wing disc dorsal/ventral pattern formation // inferred from mutant phenotype /// 0048477 // oogenesis // inferred from mutant phenotype /// 0048749 // compound eye development // inferred from mutant phenotype
154251_at,CG5061,capt,FBgn0027062,0000902 // cell morphogenesis // inferred from mutant phenotype /// 0007010 // cytoskeleton organization and biogenesis // inferred from electronic annotation /// 0007015 // actin filament organization // inferred from mutant phenotype /// 0008103 // oocyte microtubule cytoskeleton polarization // inferred from mutant phenotype /// 0008154 // actin polymerization or depolymerization // inferred from mutant phenotype /// 0008360 // regulation of cell shape // inferred from mutant phenotype /// 0008407 // bristle morphogenesis // inferred from mutant phenotype /// 0048190 // wing disc dorsal/ventral pattern formation // inferred from mutant phenotype /// 0048477 // oogenesis // inferred from mutant phenotype /// 0048749 // compound eye development // inferred from mutant phenotype
145740_at,CG15420,capu,FBgn0031576,0007275 // multicellular organismal development // inferred from electronic annotation /// 0007304 // chorion-containing eggshell formation // inferred from mutant phenotype /// 0007315 // pole plasm assembly // inferred from mutant phenotype /// 0007315 // pole plasm assembly // non-traceable author statement /// 0007315 // pole plasm assembly // traceable author statement /// 0007316 // pole plasm RNA localization // inferred from mutant phenotype /// 0016043 // cellular component organization and biogenesis // inferred from electronic annotation /// 0030029 // actin filament-based process // inferred from direct assay /// 0030036 // actin cytoskeleton organization and biogenesis // inferred from electronic annotation /// 0045010 // actin nucleation // inferred from direct assay /// 0045451 // pole plasm oskar mRNA localization // traceable author statement /// 0048477 // oogenesis // traceable author statement
152133_at,CG3399,capu,FBgn0000256,0007275 // multicellular organismal development // inferred from electronic annotation /// 0007304 // chorion-containing eggshell formation // inferred from mutant phenotype /// 0007315 // pole plasm assembly // inferred from mutant phenotype /// 0007315 // pole plasm assembly // non-traceable author statement /// 0007315 // pole plasm assembly // traceable author statement /// 0007316 // pole plasm RNA localization // inferred from mutant phenotype /// 0016043 // cellular component organization and biogenesis // inferred from electronic annotation /// 0030029 // actin filament-based process // inferred from direct assay /// 0030036 // actin cytoskeleton organization and biogenesis // inferred from electronic annotation /// 0045010 // actin nucleation // inferred from direct assay /// 0045451 // pole plasm oskar mRNA localization // traceable author statement /// 0048477 // oogenesis // traceable author statement
154099_at,CG12230,car,FBgn0000257,0006622 // protein targeting to lysosome // inferred from mutant phenotype /// 0006727 // ommochrome biosynthetic process // inferred from mutant phenotype /// 0006810 // transport // inferred from electronic annotation /// 0006904 // vesicle docking during exocytosis // inferred from electronic annotation /// 0007032 // endosome organization and biogenesis // inferred from mutant phenotype /// 0007040 // lysosome organization and biogenesis // non-traceable author statement /// 0008057 // eye pigment granule organization and biogenesis // inferred from mutant phenotype /// 0008333 // endosome to lysosome transport // traceable author statement /// 0008340 // determination of adult life span // inferred from mutant phenotype /// 0015031 // protein transport // inferred from electronic annotation /// 0016192 // vesicle-mediated transport // inferred from sequence or structural similarity /// 0016192 // vesicle-mediated transport // inferred from electronic annotation /// 0031396 // regulation of protein ubiquitination // inferred from mutant phenotype /// 0046907 // intracellular transport // traceable author statement /// 0048072 // compound eye pigmentation // inferred from mutant phenotype /// 0048072 // compound eye pigmentation // traceable author statement
143953_at,CG13281,Cas,FBgn0022213,"0000059 // protein import into nucleus, docking // inferred from electronic annotation /// 0006606 // protein import into nucleus // non-traceable author statement /// 0006611 // protein export from nucleus // inferred from mutant phenotype /// 0006611 // protein export from nucleus // non-traceable author statement /// 0006810 // transport // inferred from electronic annotation /// 0006886 // intracellular protein transport // inferred from electronic annotation /// 0006911 // phagocytosis, engulfment // inferred from mutant phenotype /// 0006915 // apoptosis // inferred from sequence or structural similarity /// 0008283 // cell proliferation // inferred from electronic annotation /// 0015031 // protein transport // inferred from electronic annotation /// 0051533 // positive regulation of NFAT protein import into nucleus // inferred from mutant phenotype"
154755_at,CG2102,cas,FBgn0004878,"0006350 // transcription // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-dependent // non-traceable author statement /// 0006355 // regulation of transcription, DNA-dependent // inferred from electronic annotation /// 0006357 // regulation of transcription from RNA polymerase II promoter // non-traceable author statement /// 0007275 // multicellular organismal development // inferred from electronic annotation /// 0007399 // nervous system development // inferred from electronic annotation /// 0007402 // ganglion mother cell fate determination // traceable author statement /// 0007417 // central nervous system development // inferred from mutant phenotype /// 0007419 // ventral cord development // non-traceable author statement /// 0009791 // post-embryonic development // inferred from mutant phenotype /// 0016319 // mushroom body development // inferred from genetic interaction /// 0016319 // mushroom body development // inferred from mutant phenotype /// 0030154 // cell differentiation // inferred from electronic annotation /// 0040034 // regulation of development, heterochronic // non-traceable author statement /// 0045892 // negative regulation of transcription, DNA-dependent // inferred from mutant phenotype"
153493_at,CG8400,casp,FBgn0034068,0050829 // defense response to Gram-negative bacterium // inferred from mutant phenotype
143093_at,CG6871,Cat,FBgn0000261,0006979 // response to oxidative stress // non-traceable author statement /// 0006979 // response to oxidative stress // inferred from electronic annotation /// 0007568 // aging // traceable author statement /// 0008340 // determination of adult life span // traceable author statement /// 0016339 // calcium-dependent cell-cell adhesion // non-traceable author statement /// 0042542 // response to hydrogen peroxide // inferred from mutant phenotype /// 0042542 // response to hydrogen peroxide // traceable author statement /// 0042744 // hydrogen peroxide catabolic process // inferred from electronic annotation /// 0055114 // oxidation reduction // inferred from electronic annotation
141682_at,CG1548,cathD,FBgn0033227,0006508 // proteolysis // inferred from electronic annotation /// 0035071 // salivary gland cell autophagic cell death // inferred from expression pattern /// 0048102 // autophagic cell death // inferred from expression pattern
144014_at,CG7760,cato,FBgn0024249,"0006355 // regulation of transcription, DNA-dependent // inferred from sequence or structural similarity /// 0007423 // sensory organ development // traceable author statement /// 0045449 // regulation of transcription // inferred from electronic annotation"
154165_at,CG10449,Catsup,FBgn0032743,0006810 // transport // inferred from electronic annotation /// 0007300 // ovarian nurse cell to oocyte transport // inferred from mutant phenotype /// 0030001 // metal ion transport // inferred from electronic annotation /// 0042069 // regulation of catecholamine metabolic process // inferred from mutant phenotype /// 0042069 // regulation of catecholamine metabolic process // non-traceable author statement
143856_at,CG10605,caup,FBgn0015919,"0001745 // compound eye morphogenesis // inferred from mutant phenotype /// 0006350 // transcription // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-dependent // inferred from electronic annotation /// 0006357 // regulation of transcription from RNA polymerase II promoter // non-traceable author statement /// 0006911 // phagocytosis, engulfment // inferred from mutant phenotype /// 0007275 // multicellular organismal development // inferred from electronic annotation /// 0045317 // equator specification // traceable author statement /// 0045449 // regulation of transcription // inferred from electronic annotation"
153671_at,CG6219,cav,FBgn0020360,0016233 // telomere capping // inferred from expression pattern
142484_at,CG3606,caz,FBgn0011571,0006367 // transcription initiation from RNA polymerase II promoter // inferred from sequence or structural similarity
143910_at,CG7037,Cbl,FBgn0020224,"0006508 // proteolysis // traceable author statement /// 0007166 // cell surface receptor linked signal transduction // inferred from electronic annotation /// 0007173 // epidermal growth factor receptor signaling pathway // traceable author statement /// 0007175 // negative regulation of epidermal growth factor receptor activity // inferred from mutant phenotype /// 0007175 // negative regulation of epidermal growth factor receptor activity // traceable author statement /// 0007298 // border follicle cell migration // inferred from mutant phenotype /// 0007476 // imaginal disc-derived wing morphogenesis // inferred from mutant phenotype /// 0008069 // dorsal/ventral axis determination, ovarian follicular epithelium // inferred from mutant phenotype /// 0009950 // dorsal/ventral axis specification // inferred from mutant phenotype /// 0042059 // negative regulation of epidermal growth factor receptor signaling pathway // non-traceable author statement"
148403_at,CG7043,Cbl,FBgn0035894,"0006508 // proteolysis // traceable author statement /// 0007166 // cell surface receptor linked signal transduction // inferred from electronic annotation /// 0007173 // epidermal growth factor receptor signaling pathway // traceable author statement /// 0007175 // negative regulation of epidermal growth factor receptor activity // inferred from mutant phenotype /// 0007175 // negative regulation of epidermal growth factor receptor activity // traceable author statement /// 0007298 // border follicle cell migration // inferred from mutant phenotype /// 0007476 // imaginal disc-derived wing morphogenesis // inferred from mutant phenotype /// 0008069 // dorsal/ventral axis determination, ovarian follicular epithelium // inferred from mutant phenotype /// 0009950 // dorsal/ventral axis specification // inferred from mutant phenotype /// 0042059 // negative regulation of epidermal growth factor receptor signaling pathway // non-traceable author statement"
152433_at,CG1435,CBP,FBgn0026144,---
143966_at,CG12357,Cbp20,FBgn0022943,"0000398 // nuclear mRNA splicing, via spliceosome // inferred from sequence or structural similarity"
152384_at,CG6702,Cbp53E,FBgn0004580,0006874 // cellular calcium ion homeostasis // inferred from sequence or structural similarity
154564_at,CG7035,Cbp80,FBgn0022942,"0000398 // nuclear mRNA splicing, via spliceosome // inferred from sequence or structural similarity /// 0016070 // RNA metabolic process // inferred from electronic annotation"
154717_at,CG4840,cbs,FBgn0033840,---
145534_at,CG4427,cbt,FBgn0031259,0001736 // establishment of planar polarity // non-traceable author statement /// 0007254 // JNK cascade // non-traceable author statement /// 0007390 // germ-band shortening // non-traceable author statement /// 0007391 // dorsal closure // inferred from mutant phenotype /// 0007391 // dorsal closure // non-traceable author statement /// 0007423 // sensory organ development // inferred from mutant phenotype /// 0035071 // salivary gland cell autophagic cell death // inferred from expression pattern /// 0045941 // positive regulation of transcription // inferred from sequence or structural similarity /// 0048102 // autophagic cell death // inferred from expression pattern /// 0048592 // eye morphogenesis // non-traceable author statement
153430_at,CG10536,cbx,FBgn0033456,0007286 // spermatid development // inferred from mutant phenotype /// 0007291 // sperm individualization // inferred from mutant phenotype /// 0043687 // post-translational protein modification // inferred from electronic annotation /// 0051246 // regulation of protein metabolic process // inferred from electronic annotation
150333_at,CG13415,Cby,FBgn0038910,0007367 // segment polarity determination // inferred from genetic interaction /// 0030178 // negative regulation of Wnt receptor signaling pathway // inferred from genetic interaction /// 0030178 // negative regulation of Wnt receptor signaling pathway // inferred from mutant phenotype
150393_at,CG4910,Ccap,FBgn0039007,0007218 // neuropeptide signaling pathway // inferred from sequence or structural similarity /// 0007218 // neuropeptide signaling pathway // inferred from electronic annotation /// 0008016 // regulation of heart contraction // inferred from sequence or structural similarity /// 0045823 // positive regulation of heart contraction // inferred from sequence or structural similarity
150634_at,CG6111,CcapR,FBgn0039396,"0007165 // signal transduction // inferred from electronic annotation /// 0007186 // G-protein coupled receptor protein signaling pathway // inferred from electronic annotation /// 0007186 // G-protein coupled receptor protein signaling pathway // inferred from sequence or structural similarity /// 0007186 // G-protein coupled receptor protein signaling pathway // non-traceable author statement /// 0008152 // metabolic process // inferred from electronic annotation /// 0018990 // ecdysis, chitin-based cuticle // traceable author statement"
